system,metal,dope,bader,BaderOcc,Rel_Occ,d_EF,d_occ,up d-occ,down d-occ,dup-Ef,ddown-Ef,d-edge,d-fr ,d-fr up,d-fr down,t2g at fermi,eg at fermi,t2g up fermi,t2g dn fermi,eg up fermi,eg dwn fermi,t2g occ,eg occ,t2g up occ,t2g down occ,eg up occ,eg down occ,zc-occ,zc fermi,zc up fermi,zc dwn fermi,zc up occ,zc down occ,fwhm,d -3,d3 occ,d3up,d3dwn,d3upocc,d3dwnocc,d-band,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,zs,ebs,eas,eds,ed3s,d-center,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,ed,ea,eb,ez,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,Dd3,Dd3up,Dd3dwn,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,pc,poc,pf,y
5,2,3,0.937,8.064,0.059,1.367,7.379,3.327,4.051,1.325,0.042,-0.204,0.324,0.425,0.223,1.099,0.268,1.057,0.042,0.268,0,3.747,3.631,1.537,2.21,1.79,1.841,4.548,1.366,1.325,0.042,1.931,2.617,0.69,-1.09,5.708,-0.825,-1.307,2.57,3.138,-2.286,-2.109,-2.433,-0.939,-2.883,-1.669,-2.942,-2.842,-1.39,-1.941,-1.558,-1.303,-1.748,-1.626,-1.677,-2.865,-2.318,-1.138,-1.201,-0.84,-1.559,0.348,-1.053,-1.436,-0.651,-1.453,-1.143,-1.728,-0.95,-0.529,-1.375,-1.272,-1.197,-1.469,-1.078,-6.144,21.203,-3.961,-2.599,-3.559,-2.529,-2.361,-1.521,-1.566,-1.065,-4.787,-3.65,-1.904,-5.235,-3.114,-2.4,-3.23,-7.86,-1.58,-1.67,-1.3,-2.18,-0.52,-0.78,-1.29,-0.95,-2.92,-1.48,-1.5,-6.88,1.76,1.39,0.51
5,2,3,0.926,8.075,0.048,1.414,7.368,4.049,3.32,0.05,1.364,-0.213,0.322,0.22,0.424,1.119,0.295,0.05,1.069,0,0.295,3.74,3.628,2.208,1.533,1.841,1.787,4.538,1.413,0.05,1.363,2.615,1.923,0.672,-1.089,5.701,-1.302,-0.828,3.137,2.564,-2.286,-2.428,-2.113,-0.937,-2.885,-1.667,-2.838,-2.952,-1.936,-1.391,-1.557,-1.742,-1.307,-1.624,-1.675,-2.865,-2.317,-1.137,-1.199,-1.554,-0.842,0.349,-1.052,-1.434,-1.448,-0.653,-1.723,-1.144,-0.95,-1.37,-0.531,-1.269,-1.195,-1.532,-1.078,-6.145,21.113,-2.605,-3.943,-3.555,-2.53,-1.525,-2.347,-1.068,-1.562,-4.777,-1.909,-3.621,-5.234,-2.409,-3.096,-3.22,-7.86,-1.67,-1.57,-1.3,-2.18,-0.78,-0.52,-0.95,-1.28,-2.91,-1.5,-1.47,-6.88,1.76,1.69,0.5
6,2,0,0.867,8.133,-0.011,3.057,7.304,3.98,3.324,0.05,3.007,0.077,0.517,0.386,0.649,1.263,1.794,0.05,1.213,0,1.794,4.777,2.528,2.559,2.218,1.422,1.106,4.618,3.051,0.05,3.001,2.62,1.999,0.77,-0.789,6.087,-0.994,-0.541,3.337,2.75,-1.664,-1.811,-1.488,-0.496,-1.246,-2.45,-1.428,-1.038,-2.502,-2.384,-1.084,-1.279,-0.831,-1.145,-2.465,-1.274,-1.693,-0.833,-0.862,-1.146,-0.576,0.416,-0.8,-0.951,-1.076,-0.523,-1.249,-0.652,-0.627,-0.965,-0.288,-0.913,-0.84,-0.793,-0.718,-8.476,17.57,-3.472,-5.773,-5.968,-2.657,-2.378,-4.237,-1.139,-1.696,-7.361,-2.715,-6.945,-7.711,-3.357,-5.085,-4.39,-14.72,-2.2,-2.23,-3.83,-1.03,-1.79,-2.14,-0.57,-0.46,-4.26,-2.05,-2.4,-6.9,1.74,2.04,0.4
6,2,0,0.87,8.13,-0.008,3.083,7.295,3.986,3.31,0.07,3.013,0.063,0.507,0.379,0.636,1.551,1.532,0.066,1.485,0.004,1.528,4.695,2.6,2.561,2.134,1.425,1.176,4.602,3.08,0.07,3.01,2.622,1.981,0.73,-0.806,6.064,-1.01,-0.557,3.331,2.732,-1.695,-1.842,-1.52,-0.515,-1.3,-2.406,-1.481,-1.085,-2.491,-2.305,-1.102,-1.297,-0.847,-1.164,-2.424,-1.336,-1.725,-0.851,-0.875,-1.166,-0.582,0.42,-0.817,-0.959,-1.12,-0.513,-1.234,-0.682,-0.624,-0.971,-0.276,-0.929,-0.872,-0.815,-0.721,-8.341,17.367,-3.417,-5.692,-5.747,-2.712,-2.287,-4.161,-1.154,-1.725,-7.372,-2.701,-7.18,-7.524,-3.297,-4.908,-4.3,-14.16,-2.16,-2.18,-3.61,-1.08,-1.73,-1.97,-0.57,-0.51,-4.18,-2.02,-2.34,-6.93,1.74,2.08,0.42
6,2,0,0.865,8.135,-0.013,2.941,7.324,4,3.324,0.056,2.885,0.075,0.493,0.353,0.635,1.635,1.307,0.052,1.583,0.004,1.303,4.677,2.647,2.573,2.104,1.427,1.22,4.628,2.94,0.056,2.885,2.634,1.995,0.714,-0.821,6.093,-1.04,-0.554,3.344,2.749,-1.702,-1.864,-1.509,-0.528,-1.325,-2.368,-1.518,-1.09,-2.488,-2.229,-1.111,-1.323,-0.834,-1.179,-2.389,-1.368,-1.735,-0.868,-0.868,-1.176,-0.558,0.436,-0.825,-0.93,-1.156,-0.493,-1.206,-0.652,-0.609,-0.975,-0.241,-0.925,-0.892,-0.793,-0.71,-8.44,16.783,-3.401,-5.958,-5.668,-2.848,-2.226,-4.266,-1.184,-1.871,-7.603,-2.702,-8.292,-7.423,-3.216,-4.958,-4.3,-13.86,-2.15,-2.2,-3.53,-1.12,-1.7,-1.93,-0.57,-0.55,-4.17,-1.99,-2.39,-6.93,1.75,2.18,0.42
6,2,0,0.864,8.136,-0.014,2.943,7.318,4.007,3.311,0.051,2.892,0.073,0.487,0.34,0.634,1.677,1.266,0.047,1.63,0.004,1.262,4.663,2.655,2.578,2.085,1.429,1.226,4.62,2.941,0.051,2.891,2.639,1.982,0.705,-0.827,6.082,-1.049,-0.556,3.347,2.735,-1.711,-1.874,-1.515,-0.537,-1.338,-2.366,-1.532,-1.099,-2.49,-2.221,-1.12,-1.333,-0.839,-1.19,-2.386,-1.384,-1.745,-0.877,-0.88,-1.193,-0.566,0.42,-0.835,-0.946,-1.174,-0.494,-1.221,-0.669,-0.623,-0.994,-0.249,-0.94,-0.907,-0.81,-0.729,-8.315,17.414,-3.359,-5.854,-5.586,-2.807,-2.197,-4.217,-1.17,-1.832,-7.419,-2.655,-7.952,-7.351,-3.191,-4.915,-4.28,-13.62,-2.14,-2.19,-3.49,-1.12,-1.68,-1.9,-0.57,-0.55,-4.13,-1.98,-2.36,-6.92,1.75,2.26,0.42
6,2,1,0.856,8.144,-0.022,2.829,7.32,3.657,3.663,1.303,1.526,-0.057,0.562,0.566,0.558,1.244,1.585,0.78,0.465,0.523,1.062,4.782,2.538,2.354,2.428,1.303,1.234,4.672,2.822,1.3,1.523,2.334,2.338,1.072,-0.661,6.2,-0.659,-0.662,3.099,3.101,-1.482,-1.48,-1.484,-0.334,-1.097,-2.204,-1.096,-1.099,-2.173,-2.237,-0.845,-0.846,-0.844,-0.845,-2.202,-1.098,-1.482,-0.661,-0.719,-0.712,-0.725,0.528,-0.69,-0.761,-0.67,-0.709,-0.775,-0.747,-0.47,-0.468,-0.475,-0.719,-0.691,-0.741,-0.47,-10.181,13.863,-5.137,-5.052,-6.93,-3.335,-3.513,-3.425,-1.682,-1.652,-9.941,-4.988,-4.922,-9.384,-4.7,-4.684,-4.94,-21.94,-2.47,-2.47,-4.36,-1.15,-2.15,-2.21,-0.6,-0.55,-5.53,-2.76,-2.77,-6.93,1.75,1.85,0.38
6,2,1,0.856,8.144,-0.022,2.899,7.321,3.661,3.66,1.378,1.521,-0.054,0.544,0.547,0.541,1.395,1.504,0.818,0.578,0.561,0.944,4.767,2.554,2.36,2.407,1.301,1.253,4.671,2.892,1.375,1.517,2.337,2.334,0.467,-0.668,6.204,-0.666,-0.67,3.104,3.1,-1.491,-1.488,-1.494,-0.338,-1.108,-2.204,-1.105,-1.111,-2.183,-2.225,-0.849,-0.848,-0.85,-0.849,-2.203,-1.108,-1.491,-0.668,-0.705,-0.701,-0.71,0.557,-0.686,-0.733,-0.672,-0.7,-0.743,-0.723,-0.44,-0.442,-0.447,-0.705,-0.686,-0.72,-0.44,-10.384,13.143,-5.223,-5.154,-6.949,-3.484,-3.512,-3.438,-1.751,-1.733,-10.616,-5.287,-5.222,-9.284,-4.659,-4.624,-4.91,-21.67,-2.46,-2.45,-4.3,-1.16,-2.14,-2.17,-0.6,-0.56,-5.5,-2.75,-2.75,-6.92,1.75,3.61,0.4
6,2,1,0.861,8.139,-0.017,2.851,7.35,3.682,3.668,1.289,1.562,-0.047,0.547,0.55,0.545,1.455,1.396,0.89,0.566,0.399,0.997,4.783,2.568,2.361,2.422,1.321,1.246,4.699,2.844,1.286,1.558,2.357,2.342,0.489,-0.671,6.233,-0.674,-0.669,3.124,3.109,-1.491,-1.491,-1.49,-0.34,-1.109,-2.2,-1.11,-1.109,-2.174,-2.228,-0.852,-0.857,-0.847,-0.852,-2.199,-1.109,-1.491,-0.671,-0.699,-0.7,-0.698,0.57,-0.686,-0.719,-0.672,-0.699,-0.741,-0.696,-0.44,-0.443,-0.431,-0.699,-0.686,-0.707,-0.44,-10.515,12.895,-5.26,-5.255,-6.972,-3.571,-3.513,-3.465,-1.783,-1.791,-10.68,-5.32,-5.435,-9.283,-4.634,-4.649,-4.93,-21.61,-2.47,-2.46,-4.31,-1.17,-2.13,-2.18,-0.61,-0.56,-5.51,-2.75,-2.77,-6.93,1.75,1.9,0.4
6,2,1,0.882,8.118,0.004,2.954,7.315,3.332,3.983,2.905,0.049,0.073,0.445,0.563,0.328,1.566,1.388,1.52,0.046,1.385,0.003,4.745,2.57,2.159,2.586,1.173,1.397,4.645,2.952,2.903,0.049,2.016,2.629,0.681,-0.895,6.147,-0.637,-1.108,2.789,3.359,-1.721,-1.527,-1.885,-0.578,-1.341,-2.424,-1.107,-1.536,-2.297,-2.531,-1.104,-0.831,-1.316,-1.168,-2.444,-1.379,-1.753,-0.938,-0.897,-0.591,-1.201,0.377,-0.887,-0.912,-0.565,-1.208,-0.63,-1.192,-0.65,-0.286,-1.002,-0.951,-0.945,-1.129,-0.744,-8.155,19.403,-5.638,-3.316,-5.35,-2.818,-3.822,-2.141,-1.862,-1.172,-7.146,-7.048,-2.624,-6.871,-4.376,-3.031,-4.25,-12.65,-2.18,-2.11,-3.54,-1.06,-1.95,-1.68,-0.51,-0.55,-4.21,-2.42,-2,-6.94,1.76,2.03,0.41
6,2,2,0.854,8.146,-0.023,2.112,7.338,3.464,3.874,1.966,0.146,-0.012,0.448,0.485,0.411,0.95,1.161,0.829,0.121,1.136,0.025,4.743,2.595,2.247,2.496,1.216,1.378,4.699,2.1,1.954,0.146,2.156,2.543,1.45,-0.847,6.129,-0.704,-0.975,2.883,3.246,-1.734,-1.633,-1.825,-0.541,-1.346,-2.442,-1.221,-1.46,-2.391,-2.487,-1.048,-0.901,-1.174,-1.071,-2.448,-1.359,-1.745,-0.864,-0.936,-0.753,-1.117,0.358,-0.892,-1,-0.703,-1.08,-0.827,-1.172,-0.651,-0.436,-0.865,-0.956,-0.912,-1.087,-0.687,-7.842,20.476,-4.598,-3.467,-5.318,-2.595,-3.195,-2.311,-1.471,-1.176,-7.213,-4.939,-2.939,-7.232,-4.093,-3.331,-4.23,-13.57,-2.12,-2.12,-3.52,-1.06,-1.84,-1.71,-0.51,-0.55,-4.48,-2.39,-2.17,-7.06,1.75,1.69,0.36
6,2,2,0.841,8.159,-0.037,2.899,7.321,3.661,3.66,1.378,1.521,-0.054,0.544,0.547,0.541,1.395,1.504,0.818,0.578,0.561,0.944,4.767,2.554,2.36,2.407,1.301,1.253,4.671,2.892,1.375,1.517,2.337,2.334,0.467,-0.668,6.204,-0.666,-0.67,3.104,3.1,-1.491,-1.488,-1.494,-0.338,-1.108,-2.204,-1.105,-1.111,-2.183,-2.225,-0.849,-0.848,-0.85,-0.849,-2.203,-1.108,-1.491,-0.668,-0.705,-0.701,-0.71,0.557,-0.686,-0.733,-0.672,-0.7,-0.743,-0.723,-0.44,-0.442,-0.447,-0.705,-0.686,-0.72,-0.44,-10.384,13.143,-5.223,-5.154,-6.949,-3.484,-3.512,-3.438,-1.751,-1.733,-10.616,-5.287,-5.222,-9.284,-4.659,-4.624,-4.91,-21.67,-2.46,-2.45,-4.3,-1.16,-2.14,-2.17,-0.6,-0.56,-5.5,-2.75,-2.75,-7.02,1.75,1.82,0.37
6,2,2,0.826,8.174,-0.052,2.062,7.354,3.672,3.682,1.074,0.988,-0.098,0.463,0.463,0.463,1.083,0.979,0.579,0.504,0.495,0.484,4.726,2.628,2.359,2.367,1.313,1.315,4.719,2.049,1.067,0.982,2.354,2.364,0.402,-0.752,6.16,-0.751,-0.753,3.075,3.084,-1.647,-1.647,-1.647,-0.438,-1.263,-2.337,-1.263,-1.264,-2.337,-2.337,-0.942,-0.941,-0.942,-0.942,-2.337,-1.263,-1.647,-0.752,-0.821,-0.819,-0.823,0.502,-0.79,-0.866,-0.787,-0.792,-0.865,-0.866,-0.51,-0.507,-0.511,-0.821,-0.79,-0.845,-0.51,-8.958,14.65,-4.484,-4.474,-5.982,-3.035,-2.997,-2.989,-1.518,-1.519,-9.252,-4.644,-4.627,-8.186,-4.092,-4.094,-4.47,-16.77,-2.23,-2.24,-3.74,-1.12,-1.87,-1.87,-0.56,-0.56,-5.01,-2.5,-2.51,-6.99,1.76,1.87,0.38
6,2,2,0.841,8.159,-0.037,2.04,7.359,3.68,3.679,1.026,1.014,-0.096,0.463,0.462,0.463,1.076,0.964,0.55,0.526,0.476,0.488,4.728,2.631,2.364,2.365,1.316,1.315,4.723,2.027,1.019,1.007,2.362,2.361,0.401,-0.751,6.163,-0.752,-0.75,3.082,3.081,-1.647,-1.647,-1.647,-0.437,-1.263,-2.337,-1.263,-1.262,-2.337,-2.337,-0.941,-0.942,-0.94,-0.941,-2.337,-1.263,-1.647,-0.751,-0.82,-0.821,-0.819,0.504,-0.79,-0.864,-0.791,-0.79,-0.864,-0.863,-0.51,-0.509,-0.507,-0.82,-0.79,-0.843,-0.51,-8.975,14.602,-4.482,-4.493,-5.985,-3.045,-2.988,-2.993,-1.523,-1.524,-9.261,-4.64,-4.657,-8.205,-4.099,-4.105,-4.47,-16.82,-2.23,-2.23,-3.74,-1.13,-1.87,-1.87,-0.56,-0.56,-5.02,-2.51,-2.51,-6.97,1.76,1.94,0.37
6,2,3,0.847,8.153,-0.031,2.39,7.337,3.886,3.45,0.132,2.258,0.015,0.464,0.419,0.51,0.96,1.43,0.117,0.843,0.015,1.414,4.78,2.557,2.502,2.277,1.384,1.173,4.697,2.375,0.132,2.243,2.554,2.143,1.409,-0.838,6.118,-0.979,-0.678,3.252,2.866,-1.719,-1.822,-1.604,-0.535,-1.324,-2.457,-1.453,-1.182,-2.49,-2.419,-1.046,-1.187,-0.878,-1.073,-2.463,-1.337,-1.732,-0.857,-0.909,-1.105,-0.712,0.389,-0.88,-0.951,-1.076,-0.684,-1.148,-0.754,-0.63,-0.866,-0.4,-0.932,-0.898,-0.838,-0.671,-8.071,18.861,-3.517,-4.846,-5.432,-2.689,-2.326,-3.329,-1.206,-1.556,-7.456,-2.95,-5.358,-7.3,-3.322,-4.226,-4.27,-13.73,-2.13,-2.15,-3.61,-1.04,-1.72,-1.93,-0.56,-0.49,-4.49,-2.15,-2.44,-7.03,1.75,1.77,0.35
6,2,3,0.852,8.148,-0.026,2.098,7.356,3.683,3.672,1.015,1.083,-0.085,0.48,0.48,0.481,1.083,1.014,0.572,0.511,0.443,0.571,4.724,2.632,2.36,2.364,1.324,1.308,4.718,2.085,1.009,1.076,2.364,2.353,0.403,-0.74,6.15,-0.745,-0.735,3.08,3.07,-1.633,-1.636,-1.629,-0.43,-1.251,-2.316,-1.256,-1.247,-2.314,-2.319,-0.93,-0.936,-0.924,-0.93,-2.316,-1.251,-1.633,-0.74,-0.812,-0.817,-0.807,0.507,-0.788,-0.847,-0.791,-0.784,-0.856,-0.839,-0.51,-0.517,-0.503,-0.812,-0.788,-0.827,-0.51,-9.059,14.508,-4.508,-4.551,-5.995,-3.107,-2.983,-3.016,-1.546,-1.559,-9.25,-4.573,-4.679,-8.314,-4.136,-4.178,-4.51,-17.11,-2.25,-2.25,-3.78,-1.14,-1.88,-1.9,-0.57,-0.56,-5.07,-2.53,-2.55,-6.99,1.75,1.79,0.34
6,2,3,0.858,8.142,-0.02,2.327,7.345,3.892,3.453,0.118,2.209,0.017,0.445,0.397,0.493,1.116,1.211,0.102,1.014,0.015,1.195,4.742,2.603,2.504,2.239,1.389,1.214,4.7,2.313,0.117,2.196,2.558,2.142,1.465,-0.86,6.118,-1.004,-0.698,3.252,2.866,-1.753,-1.859,-1.634,-0.557,-1.364,-2.46,-1.493,-1.22,-2.519,-2.393,-1.066,-1.21,-0.896,-1.094,-2.468,-1.38,-1.766,-0.88,-0.907,-1.11,-0.703,0.419,-0.892,-0.929,-1.101,-0.682,-1.122,-0.734,-0.61,-0.854,-0.374,-0.931,-0.915,-0.826,-0.652,-8.098,17.53,-3.507,-4.912,-5.316,-2.802,-2.274,-3.282,-1.238,-1.654,-7.706,-2.995,-5.728,-7.11,-3.239,-4.109,-4.19,-13.18,-2.09,-2.11,-3.48,-1.06,-1.68,-1.83,-0.55,-0.51,-4.41,-2.11,-2.39,-6.97,1.75,1.81,0.36
6,2,3,0.86,8.14,-0.017,2.389,7.328,3.436,3.892,2.277,0.112,0.01,0.449,0.495,0.403,1.156,1.233,1.061,0.095,1.216,0.017,4.729,2.599,2.227,2.502,1.21,1.389,4.684,2.376,2.264,0.112,2.127,2.557,1.497,-0.861,6.095,-0.701,-1.002,2.848,3.247,-1.759,-1.644,-1.861,-0.561,-1.369,-2.467,-1.228,-1.495,-2.405,-2.52,-1.07,-0.904,-1.21,-1.098,-2.474,-1.385,-1.772,-0.881,-0.909,-0.707,-1.11,0.417,-0.893,-0.932,-0.684,-1.102,-0.741,-1.122,-0.62,-0.377,-0.853,-0.934,-0.917,-1.058,-0.664,-8.062,17.573,-4.861,-3.506,-5.295,-2.789,-3.255,-2.271,-1.633,-1.238,-7.554,-5.642,-2.997,-7.077,-4.061,-3.242,-4.17,-13.07,-2.09,-2.09,-3.45,-1.05,-1.81,-1.67,-0.5,-0.55,-4.38,-2.35,-2.11,-6.95,1.76,1.92,0.35
4,1,0,1.211,6.79,0.105,0.646,6.286,4.12,2.165,0.135,0.511,0.769,0.33,0.029,0.637,0.386,0.26,0.135,0.251,0,0.26,3.457,2.829,2.287,1.169,1.833,0.996,3.598,0.48,0.135,0.345,2.721,0.877,0.455,-1.437,4.521,-1.886,-0.573,2.974,1.547,-2.647,-2.898,-2.169,-1.369,-3.125,-2.063,-3.227,-2.927,-2.488,-1.281,-2.443,-2.625,-1.878,-2.826,-2.42,-3.222,-2.874,-1.851,-1.092,-2.049,-0.117,0.449,-0.96,-1.302,-1.913,0.005,-2.264,-0.313,-1.142,-2.31,0.053,-1.693,-1.58,-1.804,-2.353,-5.756,13.992,-2.011,-18.487,-3.6,-2.173,-1.196,246.644,-0.81,-3.187,-3.15,-1.178,16.474,-3.147,-1.577,-2.699,-2.37,-4.59,-1.42,-1,-1.11,-1.37,-0.71,-0.4,-0.74,-0.78,-1.47,-1.04,-0.47,-6.81,0.07,1.93,0.67
4,1,0,1.105,6.895,0,0.546,6.284,4.109,2.175,0.041,0.505,0.668,0.323,0.024,0.627,0.286,0.26,0.041,0.245,0,0.26,3.449,2.834,2.278,1.171,1.831,1.004,3.616,0.441,0.041,0.4,2.72,0.896,0.927,-1.467,4.639,-1.918,-0.589,3.063,1.576,-2.629,-2.882,-2.151,-1.353,-3.101,-2.055,-3.21,-2.89,-2.475,-1.291,-2.409,-2.604,-1.82,-2.804,-2.4,-3.204,-2.854,-1.893,-1.091,-2.032,-0.133,0.439,-0.973,-1.278,-1.914,-0.021,-2.218,-0.313,-1.121,-2.267,0.052,-1.676,-1.581,-1.761,-2.29,-5.758,14.322,-2.022,-16.326,-3.544,-2.218,-1.191,-56.66,-0.825,-3.211,-3.227,-1.2,17.242,-3.163,-1.597,-2.675,-2.39,-4.64,-1.43,-1.01,-1.11,-1.38,-0.71,-0.41,-0.74,-0.78,-1.5,-1.04,-0.49,-6.88,0.04,1.31,0.72
4,1,0,1.192,6.808,0.086,0.632,6.287,4.102,2.186,0.024,0.609,0.623,0.319,0.023,0.62,0.331,0.302,0.024,0.307,0,0.302,3.445,2.843,2.272,1.172,1.829,1.014,3.622,0.553,0.024,0.53,2.715,0.906,0.957,-1.473,4.659,-1.923,-0.599,3.075,1.584,-2.634,-2.887,-2.162,-1.356,-3.11,-2.058,-3.218,-2.903,-2.476,-1.304,-2.406,-2.605,-1.815,-2.801,-2.394,-3.211,-2.855,-1.897,-1.09,-2.02,-0.143,0.447,-0.979,-1.264,-1.911,-0.036,-2.19,-0.314,-1.106,-2.239,0.052,-1.662,-1.578,-1.736,-2.251,-5.77,14.062,-2.031,-15.284,-3.518,-2.249,-1.189,-32.961,-0.835,-3.231,-3.273,-1.213,17.533,-3.163,-1.599,-2.644,-2.39,-4.64,-1.42,-1.01,-1.11,-1.38,-0.71,-0.4,-0.74,-0.78,-1.51,-1.04,-0.5,-6.91,0.03,1.42,0.92
4,1,0,1.154,6.846,0.048,0.662,6.281,4.098,2.183,0.02,0.642,0.608,0.32,0.023,0.621,0.354,0.308,0.02,0.334,0,0.308,3.438,2.843,2.269,1.169,1.829,1.014,3.618,0.582,0.02,0.562,2.713,0.905,0.923,-1.474,4.648,-1.92,-0.612,3.064,1.584,-2.639,-2.887,-2.173,-1.36,-3.117,-2.061,-3.22,-2.918,-2.475,-1.315,-2.408,-2.603,-1.826,-2.796,-2.393,-3.214,-2.857,-1.891,-1.099,-2.023,-0.158,0.434,-0.985,-1.279,-1.912,-0.047,-2.198,-0.335,-1.117,-2.243,0.035,-1.668,-1.582,-1.752,-2.255,-5.715,14.463,-2.025,-13.81,-3.489,-2.223,-1.187,-24.995,-0.832,-3.026,-3.239,-1.209,26.205,-3.152,-1.596,-2.588,-2.38,-4.62,-1.42,-1,-1.1,-1.38,-0.7,-0.4,-0.74,-0.77,-1.5,-1.04,-0.5,-6.93,0.02,1.62,0.73
4,1,1,1.183,6.818,0.077,0.621,6.289,4.124,2.165,0.134,0.487,0.754,0.329,0.028,0.636,0.357,0.264,0.134,0.223,0,0.264,3.459,2.831,2.291,1.168,1.833,0.998,3.595,0.458,0.134,0.324,2.721,0.875,0.461,-1.452,4.541,-1.898,-0.595,2.987,1.554,-2.658,-2.907,-2.186,-1.373,-3.139,-2.071,-3.235,-2.951,-2.497,-1.292,-2.454,-2.633,-1.899,-2.832,-2.427,-3.231,-2.883,-1.863,-1.127,-2.082,-0.153,0.409,-0.976,-1.368,-1.927,-0.012,-2.328,-0.38,-1.193,-2.36,0.004,-1.728,-1.598,-1.882,-2.406,-5.581,15.367,-1.981,-14.195,-3.543,-2.069,-1.189,-99.893,-0.787,-2.626,-3.014,-1.153,212.885,-3.128,-1.574,-2.612,-2.37,-4.58,-1.42,-0.99,-1.1,-1.37,-0.71,-0.4,-0.73,-0.77,-1.46,-1.03,-0.46,-6.85,1.77,1.68,0.73
4,1,1,1.092,6.908,-0.013,0.561,6.285,4.109,2.177,0.043,0.518,0.666,0.322,0.024,0.626,0.293,0.268,0.043,0.25,0,0.268,3.45,2.835,2.279,1.171,1.83,1.005,3.613,0.455,0.043,0.412,2.717,0.896,0.913,-1.475,4.649,-1.921,-0.614,3.063,1.586,-2.638,-2.887,-2.168,-1.355,-3.112,-2.061,-3.215,-2.911,-2.478,-1.303,-2.415,-2.607,-1.838,-2.803,-2.402,-3.209,-2.859,-1.89,-1.113,-2.05,-0.158,0.416,-0.983,-1.319,-1.918,-0.034,-2.258,-0.355,-1.152,-2.295,0.018,-1.694,-1.588,-1.807,-2.318,-5.649,15.105,-2.004,-13.805,-3.511,-2.15,-1.188,-33.954,-0.81,-2.834,-3.136,-1.183,49.866,-3.151,-1.594,-2.583,-2.38,-4.64,-1.42,-1,-1.11,-1.38,-0.71,-0.4,-0.74,-0.77,-1.5,-1.04,-0.49,-6.91,1.77,1.22,0.73
4,1,1,1.175,6.825,0.069,0.634,6.284,4.101,2.183,0.027,0.607,0.616,0.318,0.023,0.619,0.332,0.302,0.027,0.304,0,0.302,3.443,2.841,2.272,1.17,1.829,1.012,3.615,0.548,0.027,0.521,2.712,0.903,0.93,-1.483,4.672,-1.926,-0.625,3.082,1.59,-2.642,-2.888,-2.182,-1.357,-3.121,-2.063,-3.22,-2.929,-2.476,-1.318,-2.411,-2.603,-1.838,-2.794,-2.395,-3.214,-2.858,-1.898,-1.108,-2.033,-0.166,0.427,-0.985,-1.303,-1.911,-0.046,-2.226,-0.356,-1.136,-2.264,0.018,-1.678,-1.582,-1.782,-2.277,-5.671,14.706,-2.017,-13.168,-3.495,-2.18,-1.189,-25.22,-0.822,-2.843,-3.183,-1.198,50.232,-3.151,-1.6,-2.545,-2.38,-4.63,-1.42,-1,-1.1,-1.38,-0.71,-0.4,-0.74,-0.77,-1.5,-1.04,-0.49,-6.94,1.77,1.34,0.74
4,1,1,1.159,6.841,0.054,0.711,6.291,4.097,2.194,0.021,0.691,0.611,0.318,0.023,0.619,0.373,0.338,0.021,0.353,0,0.338,3.442,2.848,2.269,1.174,1.828,1.02,3.621,0.638,0.021,0.617,2.708,0.913,0.901,-1.477,4.675,-1.919,-0.63,3.072,1.603,-2.639,-2.886,-2.179,-1.352,-3.119,-2.059,-3.219,-2.926,-2.472,-1.319,-2.402,-2.598,-1.824,-2.786,-2.386,-3.212,-2.853,-1.883,-1.109,-2.028,-0.173,0.426,-0.986,-1.304,-1.907,-0.053,-2.218,-0.365,-1.134,-2.254,0.011,-1.67,-1.576,-1.776,-2.257,-5.672,14.76,-2.02,-12.649,-3.49,-2.185,-1.19,-22.006,-0.824,-2.795,-3.193,-1.201,79.4,-3.165,-1.601,-2.546,-2.38,-4.65,-1.42,-1.01,-1.1,-1.38,-0.7,-0.4,-0.74,-0.77,-1.51,-1.04,-0.5,-6.95,1.77,1.49,0.47
4,1,2,1.174,6.826,0.069,0.509,6.281,4.118,2.163,0.038,0.471,0.674,0.32,0.025,0.62,0.218,0.291,0.038,0.18,0,0.291,3.435,2.846,2.288,1.147,1.83,1.016,3.6,0.434,0.038,0.396,2.725,0.875,0.92,-1.487,4.591,-1.931,-0.614,3.045,1.547,-2.686,-2.926,-2.229,-1.395,-3.179,-2.09,-3.257,-3.024,-2.512,-1.333,-2.466,-2.642,-1.917,-2.838,-2.427,-3.257,-2.902,-1.917,-1.163,-2.105,-0.202,0.37,-1.008,-1.412,-1.953,-0.049,-2.348,-0.448,-1.226,-2.381,-0.042,-1.755,-1.64,-1.939,-2.429,-5.4,16.978,-1.956,-10.709,-3.407,-2.016,-1.172,-23.224,-0.779,-2.267,-2.935,-1.145,-20.975,-3.087,-1.577,-2.518,-2.34,-4.5,-1.41,-0.97,-1.08,-1.36,-0.7,-0.38,-0.73,-0.76,-1.46,-1.03,-0.46,-7.04,1.78,0.57,0.73
